# Avida tasks data
# Mon Mar 24 17:21:54 2014
# First column gives the current update, next columns give the number
# of organisms that have the particular task as a component of their merit
#  1: Update
#  2: Not

0 0 
1000 0 
2000 0 
3000 335 
4000 1164 
5000 998 
6000 1164 
7000 1279 
8000 1235 
9000 1255 
10000 1179 
11000 1149 
12000 1248 
13000 1335 
14000 1366 
15000 1426 
16000 1451 
17000 1310 
18000 1248 
19000 1186 
20000 1192 
21000 1082 
22000 1138 
23000 1195 
24000 1200 
25000 1226 
26000 1328 
27000 1200 
28000 1276 
29000 1158 
30000 1327 
31000 1198 
32000 1225 
33000 1227 
34000 1355 
35000 1112 
36000 1231 
37000 1228 
38000 1185 
39000 1304 
40000 1208 
41000 1159 
42000 1092 
43000 1228 
44000 1050 
45000 1197 
46000 1174 
47000 1328 
48000 1378 
49000 1271 
50000 1185 
51000 1148 
52000 1257 
53000 1220 
54000 1036 
55000 1188 
56000 935 
57000 1146 
58000 1128 
59000 1210 
60000 1215 
61000 1094 
62000 1307 
63000 1021 
64000 1088 
65000 1160 
66000 1022 
67000 1106 
68000 1157 
69000 1077 
70000 1194 
71000 1085 
72000 1006 
73000 1242 
74000 1266 
75000 1170 
76000 1135 
77000 1090 
78000 1180 
79000 1120 
80000 956 
81000 1095 
82000 1176 
83000 1203 
84000 1055 
85000 1133 
86000 1092 
87000 1219 
88000 1124 
89000 1155 
90000 1305 
91000 1173 
92000 1308 
93000 1455 
94000 1349 
95000 1180 
96000 1368 
97000 1327 
98000 1334 
99000 1349 
100000 1271 
