# Avida tasks data
# Thu Oct 30 00:34:26 2014
# First column gives the current update, next columns give the number
# of organisms that have the particular task as a component of their merit
#  1: Update
#  2: Or
#  3: Xor
#  4: OrNot
#  5: Not
#  6: AndNot
#  7: Nor
#  8: Equals

0 0 0 0 0 0 0 0 
1000 0 0 0 0 0 0 0 
2000 0 0 0 22 0 0 0 
3000 0 0 9 483 0 0 0 
4000 0 0 378 399 0 0 0 
5000 0 0 415 504 0 0 0 
6000 0 0 554 817 0 0 0 
7000 0 0 572 753 0 0 0 
8000 0 0 540 873 0 0 0 
9000 0 0 584 822 0 0 0 
10000 0 0 733 866 0 0 0 
11000 0 0 660 797 0 0 0 
12000 0 0 660 800 0 0 0 
13000 0 0 592 1007 0 0 0 
14000 0 0 696 1121 0 0 0 
15000 559 0 698 1265 0 0 0 
16000 611 0 680 925 0 0 0 
17000 472 0 655 867 0 0 0 
18000 577 0 577 1012 0 0 0 
19000 496 0 694 823 0 0 0 
20000 577 0 672 835 0 0 0 
21000 501 0 672 840 0 0 0 
22000 498 0 764 1060 0 0 0 
23000 555 0 587 809 0 0 0 
24000 522 0 766 995 0 0 0 
25000 579 0 712 955 0 0 0 
26000 603 0 541 631 696 0 0 
27000 483 0 628 902 695 1 0 
28000 531 0 618 844 681 0 0 
29000 581 0 590 873 696 0 0 
30000 570 0 629 731 689 0 0 
31000 541 0 552 716 727 0 0 
32000 565 0 554 724 670 0 0 
33000 528 0 719 775 703 0 0 
34000 570 0 551 676 769 0 0 
35000 627 0 528 660 680 158 0 
36000 430 0 408 711 620 552 0 
37000 455 0 451 507 581 802 0 
38000 446 0 507 609 539 1402 0 
39000 370 0 244 2041 312 2428 0 
40000 384 0 444 1451 781 2621 0 
41000 335 0 757 1207 773 2590 0 
42000 383 0 761 947 749 2664 0 
43000 478 0 676 1172 746 2852 0 
44000 526 0 1052 1133 677 2841 0 
45000 525 0 1051 1048 724 2827 0 
46000 488 0 680 1156 680 2904 0 
47000 497 0 724 862 707 2917 0 
48000 492 0 657 914 695 2872 0 
49000 479 0 554 771 726 2808 0 
50000 459 0 620 752 848 2899 0 
51000 455 0 703 763 753 2933 0 
52000 476 0 638 798 732 2958 0 
53000 554 0 571 731 749 2868 0 
54000 629 0 671 856 763 2839 0 
55000 485 0 615 709 691 2831 0 
56000 496 0 935 761 711 2875 0 
57000 456 0 787 827 723 2861 0 
58000 491 0 804 844 696 2863 0 
59000 510 0 804 738 714 2858 0 
60000 461 0 716 868 692 2815 0 
61000 531 0 628 740 756 2924 0 
62000 446 0 564 855 765 2853 0 
63000 447 0 647 744 753 2908 0 
64000 443 0 594 737 676 2988 0 
65000 485 0 478 839 724 2958 0 
66000 492 0 561 870 722 2844 0 
67000 499 0 611 915 690 2949 0 
68000 448 0 602 1070 716 2881 0 
69000 515 0 491 1035 737 2929 0 
70000 452 0 545 1005 687 2847 0 
71000 491 0 505 1015 701 2952 0 
72000 461 0 534 901 689 2887 0 
73000 502 0 485 924 703 2834 0 
74000 457 0 463 954 709 2877 0 
75000 491 0 605 1099 726 2850 0 
76000 472 0 578 947 733 2808 0 
77000 471 0 514 1013 678 2914 0 
78000 466 0 534 1290 651 2870 0 
79000 447 0 577 1492 688 2872 0 
80000 493 0 623 1412 670 2865 0 
81000 495 0 1000 1137 721 2904 0 
82000 487 0 724 941 702 2861 0 
83000 472 0 787 967 746 2863 0 
84000 529 0 590 847 707 2798 0 
85000 502 0 541 846 722 2853 0 
86000 505 0 519 904 727 2799 0 
87000 525 0 544 1002 730 2923 0 
88000 478 0 631 1152 664 2799 0 
89000 531 0 536 1093 734 2873 0 
90000 490 0 582 1190 728 2880 0 
91000 495 0 704 930 735 2865 0 
92000 530 0 610 882 694 2850 0 
93000 485 0 671 1028 664 2844 0 
94000 448 0 683 901 713 2953 0 
95000 461 0 588 916 725 2898 0 
96000 556 0 549 911 739 2889 0 
97000 489 0 563 1063 694 2829 0 
98000 513 0 597 934 738 2864 0 
99000 483 0 739 1067 737 2810 0 
100000 532 0 631 982 748 2857 0 
