# Avida tasks data
# Mon Mar 24 16:13:37 2014
# First column gives the current update, next columns give the number
# of organisms that have the particular task as a component of their merit
#  1: Update
#  2: Not

0 0 
1000 0 
2000 0 
3000 0 
4000 558 
5000 686 
6000 544 
7000 559 
8000 726 
9000 696 
10000 748 
11000 831 
12000 793 
13000 764 
14000 1075 
15000 880 
16000 762 
17000 863 
18000 670 
19000 630 
20000 633 
21000 645 
22000 592 
23000 1279 
24000 884 
25000 854 
26000 831 
27000 938 
28000 807 
29000 967 
30000 955 
31000 859 
32000 814 
33000 699 
34000 727 
35000 716 
36000 711 
37000 725 
38000 746 
39000 899 
40000 726 
41000 740 
42000 882 
43000 953 
44000 988 
45000 893 
46000 891 
47000 910 
48000 900 
49000 716 
50000 799 
51000 793 
52000 1070 
53000 807 
54000 940 
55000 1057 
56000 943 
57000 897 
58000 851 
59000 1030 
60000 1075 
61000 1182 
62000 1015 
63000 915 
64000 999 
65000 1031 
66000 850 
67000 799 
68000 904 
69000 1142 
70000 852 
71000 950 
72000 906 
73000 1093 
74000 1128 
75000 872 
76000 856 
77000 840 
78000 912 
79000 874 
80000 885 
81000 866 
82000 840 
83000 803 
84000 768 
85000 681 
86000 782 
87000 714 
88000 1049 
89000 1128 
90000 991 
91000 1006 
92000 1026 
93000 1069 
94000 1023 
95000 896 
96000 853 
97000 878 
98000 928 
99000 853 
100000 1059 
