# Avida tasks data
# Mon Mar 24 17:00:30 2014
# First column gives the current update, next columns give the number
# of organisms that have the particular task as a component of their merit
#  1: Update
#  2: Not

0 0 
1000 0 
2000 0 
3000 2 
4000 321 
5000 463 
6000 548 
7000 1063 
8000 1400 
9000 1482 
10000 1324 
11000 1238 
12000 1364 
13000 1547 
14000 1369 
15000 1385 
16000 1541 
17000 1265 
18000 1140 
19000 1274 
20000 1197 
21000 1382 
22000 1447 
23000 1536 
24000 1472 
25000 1360 
26000 1510 
27000 1432 
28000 1331 
29000 1328 
30000 1489 
31000 1372 
32000 1472 
33000 1231 
34000 1370 
35000 1506 
36000 1566 
37000 1371 
38000 1103 
39000 1306 
40000 1403 
41000 1462 
42000 1120 
43000 1184 
44000 1263 
45000 1204 
46000 1231 
47000 1218 
48000 1090 
49000 1292 
50000 1436 
51000 1306 
52000 1278 
53000 1432 
54000 1111 
55000 1082 
56000 1330 
57000 1235 
58000 1370 
59000 1566 
60000 1209 
61000 1389 
62000 1509 
63000 1222 
64000 1253 
65000 1263 
66000 1275 
67000 1362 
68000 1423 
69000 1207 
70000 1480 
71000 1401 
72000 1332 
73000 1243 
74000 1368 
75000 1380 
76000 1313 
77000 1059 
78000 1232 
79000 1174 
80000 1327 
81000 1235 
82000 1248 
83000 1172 
84000 1328 
85000 1043 
86000 1095 
87000 897 
88000 844 
89000 726 
90000 526 
91000 23 
92000 0 
93000 0 
94000 0 
95000 0 
96000 0 
97000 0 
98000 0 
99000 0 
100000 0 
