# Avida tasks data
# Mon Mar 24 17:19:39 2014
# First column gives the current update, next columns give the number
# of organisms that have the particular task as a component of their merit
#  1: Update
#  2: Not

0 0 
1000 0 
2000 0 
3000 0 
4000 25 
5000 521 
6000 1220 
7000 1534 
8000 1695 
9000 1621 
10000 1409 
11000 1285 
12000 1429 
13000 1264 
14000 1512 
15000 1431 
16000 1372 
17000 1334 
18000 1499 
19000 1587 
20000 1487 
21000 1480 
22000 1505 
23000 1415 
24000 1357 
25000 1422 
26000 1303 
27000 1352 
28000 1228 
29000 1215 
30000 1356 
31000 1033 
32000 847 
33000 766 
34000 387 
35000 0 
36000 0 
37000 0 
38000 0 
39000 0 
40000 0 
41000 0 
42000 0 
43000 0 
44000 690 
45000 1356 
46000 1511 
47000 1289 
48000 1210 
49000 1305 
50000 1335 
51000 1324 
52000 1299 
53000 1319 
54000 1271 
55000 1241 
56000 1327 
57000 1152 
58000 1142 
59000 1350 
60000 1175 
61000 1357 
62000 1198 
63000 1305 
64000 1184 
65000 1123 
66000 1127 
67000 1348 
68000 1191 
69000 1140 
70000 1130 
71000 1233 
72000 1287 
73000 1123 
74000 1190 
75000 1309 
76000 1469 
77000 1528 
78000 1149 
79000 1411 
80000 1253 
81000 1442 
82000 1344 
83000 1379 
84000 1337 
85000 1266 
86000 1543 
87000 1446 
88000 1482 
89000 1455 
90000 1531 
91000 1321 
92000 1611 
93000 1422 
94000 1306 
95000 1400 
96000 1513 
97000 1416 
98000 1407 
99000 1627 
100000 1616 
