# Avida tasks data
# Sun Apr 13 20:27:58 2014
# First column gives the current update, next columns give the number
# of organisms that have the particular task as a component of their merit
#  1: Update
#  2: And
#  3: Not
#  4: Nand
#  5: OrNot

0 0 0 0 0 
1000 0 0 0 0 
2000 0 0 0 0 
3000 0 0 1 0 
4000 0 0 2 0 
5000 0 0 0 0 
6000 0 4 1 0 
7000 0 0 0 0 
8000 0 303 10 0 
9000 0 361 261 495 
10000 0 268 273 651 
11000 0 279 273 617 
12000 0 357 437 586 
13000 0 490 255 555 
14000 0 374 267 532 
15000 0 351 381 438 
16000 0 404 262 521 
17000 0 266 335 551 
18000 0 325 404 539 
19000 0 381 341 586 
20000 0 394 416 525 
21000 0 268 390 508 
22000 0 300 430 539 
23000 0 314 353 512 
24000 0 385 729 652 
25000 0 617 626 723 
26000 0 796 572 803 
27000 0 623 635 660 
28000 0 633 597 746 
29000 0 619 596 681 
30000 0 636 488 717 
31000 0 620 475 702 
32000 0 1009 590 934 
33000 0 907 687 937 
34000 0 919 845 903 
35000 0 778 760 806 
36000 0 700 567 771 
37000 0 684 791 917 
38000 0 598 943 869 
39000 0 504 850 756 
40000 0 510 814 764 
41000 0 472 765 742 
42000 0 501 881 801 
43000 0 456 756 790 
44000 0 541 654 718 
45000 0 375 681 735 
46000 0 593 622 749 
47000 0 503 601 790 
48000 0 628 430 737 
49000 0 545 424 655 
50000 0 508 516 664 
51000 0 446 670 689 
52000 0 543 459 638 
53000 0 568 533 585 
54000 0 403 424 558 
55000 0 504 432 629 
56000 0 643 470 644 
57000 0 600 434 614 
58000 0 647 618 743 
59000 0 472 530 657 
60000 0 649 615 721 
61000 0 734 409 821 
62000 0 804 353 783 
63000 0 582 287 719 
64000 0 507 283 676 
65000 0 643 269 763 
66000 0 616 242 771 
67000 0 498 137 634 
68000 0 503 443 636 
69000 0 512 350 709 
70000 0 436 370 723 
71000 0 315 539 650 
72000 0 390 446 802 
73000 0 401 548 742 
74000 0 293 399 607 
75000 0 64 638 662 
76000 0 148 378 648 
77000 0 404 414 703 
78000 0 380 400 716 
79000 0 422 452 716 
80000 0 433 399 760 
81000 0 382 526 751 
82000 0 459 552 744 
83000 0 366 374 722 
84000 0 511 537 713 
85000 0 510 748 745 
86000 0 454 775 698 
87000 463 569 665 517 
88000 486 505 689 566 
89000 499 473 729 596 
90000 477 407 427 572 
91000 549 505 615 676 
92000 613 628 252 658 
93000 601 716 467 600 
94000 526 702 625 641 
95000 496 714 671 583 
96000 610 823 452 598 
97000 502 653 636 644 
98000 779 898 839 972 
99000 631 941 908 690 
100000 590 709 619 693 
