# Avida tasks data
# Mon Mar 24 16:36:14 2014
# First column gives the current update, next columns give the number
# of organisms that have the particular task as a component of their merit
#  1: Update
#  2: Not

0 0 
1000 0 
2000 0 
3000 0 
4000 0 
5000 0 
6000 5 
7000 1 
8000 13 
9000 651 
10000 836 
11000 1036 
12000 1134 
13000 1141 
14000 1139 
15000 1027 
16000 803 
17000 910 
18000 1072 
19000 1003 
20000 924 
21000 921 
22000 964 
23000 880 
24000 888 
25000 955 
26000 829 
27000 906 
28000 837 
29000 994 
30000 890 
31000 849 
32000 939 
33000 1237 
34000 1276 
35000 1222 
36000 1263 
37000 1041 
38000 908 
39000 1294 
40000 1216 
41000 1240 
42000 950 
43000 1175 
44000 1438 
45000 1165 
46000 1141 
47000 1084 
48000 1182 
49000 1343 
50000 1342 
51000 1211 
52000 1273 
53000 1169 
54000 1139 
55000 1249 
56000 1174 
57000 1308 
58000 1355 
59000 1364 
60000 1128 
61000 1173 
62000 1250 
63000 1241 
64000 1201 
65000 1250 
66000 1225 
67000 1433 
68000 1395 
69000 1198 
70000 1266 
71000 1358 
72000 1097 
73000 1082 
74000 1186 
75000 1161 
76000 1248 
77000 1171 
78000 1177 
79000 1375 
80000 1338 
81000 1139 
82000 1083 
83000 1443 
84000 1301 
85000 1611 
86000 1265 
87000 1432 
88000 1225 
89000 1059 
90000 1080 
91000 1147 
92000 1125 
93000 1165 
94000 1127 
95000 1111 
96000 1147 
97000 1047 
98000 954 
99000 1046 
100000 1337 
