# Avida tasks data
# Sun Apr 13 22:30:32 2014
# First column gives the current update, next columns give the number
# of organisms that have the particular task as a component of their merit
#  1: Update
#  2: Not
#  3: Nand
#  4: And
#  5: OrNot

0 0 0 0 0 
1000 1644 1689 0 1680 
2000 2093 1836 1674 2378 
3000 2480 1626 2245 3220 
4000 3025 2943 2950 3191 
5000 3115 3284 3076 3219 
6000 3171 3235 3032 3196 
7000 3190 3241 3018 3192 
8000 3060 3221 3041 3199 
9000 3119 3219 3071 3085 
10000 3112 3264 3027 3227 
11000 3194 3277 3138 3228 
12000 3182 3228 3098 3198 
13000 3185 3259 3038 3127 
14000 3181 3298 3062 3204 
15000 3233 3300 3125 3193 
16000 3209 3317 3028 3154 
17000 3212 3208 3159 3176 
18000 3253 3277 3187 3224 
19000 3213 3297 3166 3238 
20000 3095 3194 3073 3229 
21000 3149 3234 3115 3260 
22000 3152 3204 3123 3232 
23000 3152 3250 3120 3226 
24000 3132 3260 3084 3244 
25000 3166 3192 3122 3234 
26000 3088 3199 3079 3229 
27000 3141 3276 3116 3282 
28000 3181 3260 3040 3185 
29000 3091 3272 3093 3218 
30000 3219 3323 3103 3253 
31000 3124 3269 3121 3233 
32000 3123 3242 3137 3242 
33000 3119 3297 3052 3227 
34000 3207 3287 3148 3218 
35000 3187 3278 3131 3263 
36000 3166 3283 3152 3271 
37000 3152 3249 3135 3264 
38000 3126 3303 3081 3182 
39000 3050 3254 3022 3232 
40000 3077 3220 3082 3222 
41000 3074 3285 3022 3231 
42000 3102 3274 3104 3264 
43000 3136 3271 3114 3225 
44000 3127 3304 3083 3213 
45000 3086 3287 3061 3163 
46000 3153 3267 3056 3208 
47000 3139 3200 3093 3252 
48000 3177 3215 3127 3220 
49000 3098 3216 3074 3160 
50000 3186 3263 3202 3255 
51000 3212 3292 3158 3202 
52000 3073 3186 3117 3234 
53000 3105 3335 3074 3204 
54000 3168 3285 3091 3198 
55000 3136 3174 3067 3139 
56000 3167 3274 3100 3154 
57000 3086 3259 3113 3236 
58000 3037 3271 3049 3190 
59000 3072 3269 3110 3163 
60000 3175 3297 3157 3263 
61000 3152 3271 3011 3109 
62000 3167 3244 3076 3179 
63000 3087 3269 3090 3191 
64000 3161 3292 3144 3226 
65000 3135 3271 3104 3276 
66000 3152 3221 3142 3203 
67000 3195 3230 3104 3206 
68000 3161 3257 3149 3282 
69000 3132 3275 3131 3246 
70000 3163 3292 3101 3185 
71000 3094 3214 3046 3210 
72000 3112 3272 3133 3220 
73000 3130 3265 3027 3182 
74000 3045 3262 3016 3127 
75000 3150 3283 3139 3271 
76000 3115 3273 2999 3200 
77000 3105 3321 3094 3247 
78000 3177 3288 3115 3200 
79000 3161 3316 3034 3139 
80000 3208 3270 3134 3200 
81000 3114 3296 2970 3104 
82000 3190 3292 3137 3203 
83000 3109 3279 3076 3121 
84000 3143 3248 3048 3164 
85000 3103 3247 3075 3204 
86000 3162 3245 3104 3137 
87000 3156 3270 3057 3200 
88000 3159 3260 3099 3234 
89000 3138 3246 3060 3208 
90000 3105 3288 3110 3250 
91000 3175 3290 3103 3236 
92000 3128 3312 2973 3237 
93000 3171 3234 3071 3260 
94000 3120 3175 3111 3193 
95000 3225 3222 3148 3260 
96000 3204 3299 3137 3240 
97000 3113 3256 3034 3248 
98000 3205 3230 2987 3189 
99000 3087 3208 3017 3185 
100000 3141 3238 2999 3170 
