# Avida tasks data
# Mon Mar 24 16:40:59 2014
# First column gives the current update, next columns give the number
# of organisms that have the particular task as a component of their merit
#  1: Update
#  2: Not

0 0 
1000 0 
2000 0 
3000 0 
4000 11 
5000 844 
6000 969 
7000 1142 
8000 1059 
9000 1029 
10000 1138 
11000 1230 
12000 989 
13000 1110 
14000 1042 
15000 1025 
16000 1067 
17000 1056 
18000 1090 
19000 1152 
20000 1182 
21000 1047 
22000 1169 
23000 1123 
24000 1166 
25000 943 
26000 833 
27000 896 
28000 733 
29000 750 
30000 996 
31000 922 
32000 916 
33000 901 
34000 858 
35000 785 
36000 801 
37000 795 
38000 870 
39000 847 
40000 725 
41000 925 
42000 832 
43000 896 
44000 868 
45000 798 
46000 887 
47000 1079 
48000 1186 
49000 1379 
50000 1113 
51000 1296 
52000 1018 
53000 1078 
54000 1180 
55000 1100 
56000 1199 
57000 1163 
58000 1033 
59000 967 
60000 927 
61000 958 
62000 960 
63000 1039 
64000 1009 
65000 1032 
66000 1008 
67000 1011 
68000 1187 
69000 1214 
70000 1129 
71000 1098 
72000 1063 
73000 1070 
74000 1080 
75000 1085 
76000 1071 
77000 1216 
78000 1119 
79000 989 
80000 1177 
81000 1044 
82000 988 
83000 994 
84000 1101 
85000 1082 
86000 1036 
87000 1060 
88000 1064 
89000 1061 
90000 1009 
91000 907 
92000 998 
93000 948 
94000 947 
95000 904 
96000 978 
97000 1165 
98000 1044 
99000 1040 
100000 924 
