# Avida tasks data
# Mon Mar 24 16:51:15 2014
# First column gives the current update, next columns give the number
# of organisms that have the particular task as a component of their merit
#  1: Update
#  2: Not

0 0 
1000 0 
2000 0 
3000 2 
4000 8 
5000 42 
6000 342 
7000 799 
8000 883 
9000 934 
10000 1056 
11000 1172 
12000 1382 
13000 1207 
14000 1348 
15000 1096 
16000 1139 
17000 1202 
18000 1086 
19000 1063 
20000 1266 
21000 873 
22000 822 
23000 787 
24000 683 
25000 792 
26000 791 
27000 892 
28000 800 
29000 973 
30000 887 
31000 824 
32000 748 
33000 923 
34000 1138 
35000 1115 
36000 1100 
37000 1120 
38000 1109 
39000 1083 
40000 1097 
41000 1266 
42000 1108 
43000 1328 
44000 1190 
45000 1084 
46000 1075 
47000 922 
48000 1064 
49000 1111 
50000 1240 
51000 1108 
52000 1068 
53000 1051 
54000 1160 
55000 1108 
56000 1274 
57000 1166 
58000 963 
59000 1168 
60000 1072 
61000 1078 
62000 1286 
63000 1265 
64000 1355 
65000 1095 
66000 1115 
67000 1100 
68000 1141 
69000 1090 
70000 1152 
71000 1134 
72000 957 
73000 1013 
74000 966 
75000 1150 
76000 1089 
77000 1144 
78000 1049 
79000 1077 
80000 1127 
81000 1128 
82000 1086 
83000 1163 
84000 1205 
85000 1223 
86000 1405 
87000 1118 
88000 1244 
89000 1228 
90000 1123 
91000 1024 
92000 1194 
93000 1485 
94000 1201 
95000 1322 
96000 1141 
97000 1348 
98000 1340 
99000 1332 
100000 1330 
