# Thu Mar 13 01:39:27 2014
#  1: Update
#  2: Unique Phenotypes (by task done)
#  3: Shannon Diversity of Phenotypes (by task done)
#  4: Unique Phenotypes (by task count)
#  5: Average Phenotype Shannon Diversity (by task count)
#  6: Average Task Diversity (number of different tasks)

0 1 0 1 0 0 
1000 1 0 1 0 0 
2000 3 0.012195 3 0 0.00105008 
3000 2 0.0262875 2 0 0.002625 
4000 3 0.111507 3 0 0.0132513 
5000 4 0.20444 4 0 0.0265027 
6000 6 0.302337 6 0.00450034 0.0417281 
7000 6 0.358407 6 0.00962548 0.0550778 
8000 8 0.395902 8 0.00775 0.0592 
9000 8 0.394206 8 0.0125628 0.0635798 
10000 9 0.383189 9 0.0178146 0.0646 
11000 9 0.379581 9 0.0139316 0.0607515 
12000 13 0.472181 13 0.0247413 0.080927 
13000 13 0.489936 13 0.0148977 0.074275 
14000 13 0.575282 13 0.0146004 0.0860772 
15000 15 0.605373 15 0.0179492 0.09255 
16000 15 0.616964 15 0.0197649 0.0978 
17000 15 0.595475 15 0.017341 0.0889772 
18000 12 0.567846 12 0.0155627 0.0846 
19000 13 0.557045 13 0.0183896 0.08555 
20000 13 0.541977 13 0.0143821 0.0793 
21000 16 0.533386 16 0.0190421 0.0818 
22000 14 0.525354 14 0.0219779 0.08355 
23000 14 0.526576 14 0.0278903 0.0877272 
24000 16 0.478057 16 0.0263098 0.0789789 
25000 19 0.465696 19 0.0314238 0.084175 
26000 18 0.481457 18 0.0301332 0.0832292 
27000 18 0.493161 18 0.0382196 0.0940274 
28000 18 0.510572 18 0.0387242 0.0958024 
29000 15 0.473085 15 0.0337539 0.086975 
30000 17 0.462495 17 0.0218738 0.0729036 
31000 15 0.483853 15 0.0222194 0.0768 
32000 15 0.49575 15 0.024925 0.0803 
33000 17 0.444763 17 0.0223298 0.0717768 
34000 13 0.482918 13 0.020925 0.0757 
35000 16 0.485027 16 0.02345 0.076475 
36000 15 0.494087 15 0.023475 0.080225 
37000 16 0.537029 16 0.020934 0.0826 
38000 17 0.570543 17 0.01855 0.08435 
39000 19 0.610407 19 0.0279293 0.098925 
40000 16 0.555749 16 0.0246762 0.0878044 
41000 17 0.569308 17 0.0284842 0.0929273 
42000 15 0.563093 15 0.0280507 0.0919773 
43000 17 0.582578 17 0.0305486 0.0958 
44000 19 0.564961 19 0.0279724 0.0911773 
45000 19 0.5717 19 0.0278212 0.09135 
46000 19 0.567861 19 0.033225 0.09685 
47000 23 0.571819 23 0.0334802 0.095925 
48000 17 0.582545 17 0.0301816 0.0966 
49000 23 0.610467 23 0.039685 0.108605 
50000 28 0.595692 28 0.0527481 0.124928 
51000 27 0.625414 27 0.0435945 0.11555 
52000 23 0.583419 23 0.0437799 0.110778 
53000 28 0.57688 28 0.0454397 0.109553 
54000 28 0.611746 28 0.047487 0.1174 
55000 26 0.571681 26 0.0507836 0.114728 
56000 25 0.548766 25 0.0503082 0.111783 
57000 25 0.57332 25 0.0523665 0.1179 
58000 28 0.570998 28 0.0431691 0.105725 
59000 24 0.541216 24 0.0416105 0.10045 
60000 22 0.556601 22 0.0415005 0.100925 
61000 24 0.478181 24 0.0403241 0.0915523 
62000 21 0.501099 21 0.038425 0.092 
63000 17 0.471412 17 0.0347627 0.0853 
64000 22 0.406046 22 0.0366685 0.07985 
65000 19 0.397284 19 0.0347726 0.0771519 
66000 17 0.371446 17 0.03115 0.07065 
67000 21 0.37438 21 0.0299991 0.069325 
68000 16 0.370265 16 0.0300377 0.06985 
69000 17 0.345663 17 0.0302 0.066725 
70000 18 0.33415 18 0.0275981 0.062575 
71000 16 0.342337 16 0.0260507 0.0618515 
72000 22 0.336065 22 0.0283328 0.0636798 
73000 23 0.347835 23 0.031311 0.067875 
74000 19 0.349621 19 0.0284058 0.065825 
75000 15 0.338689 15 0.0283176 0.0656 
76000 18 0.325317 18 0.0257469 0.0602015 
77000 17 0.309025 17 0.02395 0.056275 
78000 22 0.330611 22 0.0276158 0.0628 
79000 17 0.301272 17 0.0222189 0.052975 
80000 20 0.33048 20 0.0260879 0.061075 
81000 24 0.320415 24 0.029316 0.065 
82000 21 0.343176 21 0.0306032 0.068 
83000 20 0.301786 20 0.0231272 0.0553014 
84000 19 0.310659 19 0.0294125 0.0650016 
85000 18 0.315815 18 0.0274203 0.060903 
86000 17 0.314504 17 0.028575 0.06165 
87000 17 0.311385 17 0.0259304 0.0583765 
88000 19 0.337578 19 0.0250969 0.0602015 
89000 21 0.355373 21 0.0323064 0.07065 
90000 23 0.336766 23 0.037601 0.0760519 
91000 21 0.332666 21 0.0285491 0.063325 
92000 25 0.329519 25 0.0316347 0.066525 
93000 20 0.317229 20 0.0253836 0.058725 
94000 18 0.315675 18 0.0257755 0.0583 
95000 18 0.305511 18 0.0262364 0.058475 
96000 16 0.322863 16 0.0260806 0.059828 
97000 17 0.325547 17 0.0250439 0.0585 
98000 21 0.325497 21 0.0243303 0.0576764 
99000 18 0.327389 18 0.0248203 0.0588 
100000 22 0.312801 22 0.025877 0.057875 
